-2.104,1
0.212,1
-0.646,1
-0.864,1
-2.010,1
-0.232,1
0.732,1
-1.311,1
0.100,1
-1.335,1
0.304,1
1.727,1
-0.625,1
1.082,1
-0.911,1
-0.861,1
0.921,1
-1.037,1
1.497,1
0.047,1
-0.855,1
-0.539,1
-0.921,1
0.385,1
-1.527,1
-1.182,1
-1.554,1
-2.076,1
-0.555,1
0.215,1
2.305,1
0.700,1
1.134,1
-0.979,1
-0.211,1
0.055,1
-0.113,1
0.358,1
-0.699,1
-2.074,1
-1.293,1
0.345,1
0.720,1
0.559,1
-0.752,1
-1.411,1
1.241,1
0.991,1
0.249,1
0.857,1
-1.210,1
0.939,1
-0.420,1
-0.275,1
-0.524,1
0.400,1
0.803,1
-0.777,1
1.162,1
0.653,1
-0.646,1
1.245,1
0.257,1
-0.976,1
0.978,1
0.281,1
0.473,1
0.401,1
-0.158,1
-0.377,1
-0.881,1
-1.840,1
-0.231,1
0.698,1
-0.751,1
1.065,1
-1.619,1
0.040,1
-0.533,1
1.446,1
0.535,1
1.607,1
1.080,1
0.010,1
0.057,1
-1.411,1
-1.797,1
-1.072,1
1.240,1
-0.057,1
1.679,1
-0.995,1
0.867,1
0.827,1
1.074,1
-0.418,1
1.004,1
1.104,1
-0.651,1
0.744,1
1.537,1
-0.470,1
-2.445,1
0.384,1
1.389,1
0.650,1
0.600,1
-0.025,1
0.531,1
-0.674,1
1.129,1
0.066,1
0.168,1
0.256,1
-0.870,1
-0.232,1
0.254,1
1.769,1
0.185,1
-1.617,1
-0.289,1
1.216,1
0.265,1
-0.332,1
0.093,1
-2.391,1
0.709,1
0.527,1
-0.349,1
-1.116,1
-0.180,1
-2.565,1
-0.179,1
0.085,1
0.388,1
-1.466,1
-1.212,1
-0.309,1
-0.220,1
0.366,1
-0.156,1
-1.057,1
-0.990,1
-0.814,1
0.915,1
-0.170,1
0.317,1
0.746,1
-1.745,1
-0.527,1
0.758,1
0.899,1
-1.316,1
-1.026,1
2.216,1
-0.685,1
-0.288,1
0.889,1
-0.846,1
-1.196,1
-0.392,1
0.911,1
-0.451,1
0.183,1
-0.058,1
-1.950,1
-0.111,1
0.156,1
0.487,1
0.684,1
0.853,1
-0.030,1
0.278,1
0.122,1
0.282,1
-0.978,1
0.173,1
2.256,1
0.104,1
-0.694,1
1.417,1
-0.463,1
0.941,1
0.980,1
-0.608,1
-0.112,1
-0.722,1
1.539,1
0.218,1
-0.617,1
1.186,1
-0.788,1
-1.816,1
-0.177,1
-3.055,1
0.366,1
0.982,1
1.293,1
1.707,1
-1.256,1
1.263,-1
1.745,-1
2.266,-1
3.141,-1
-2.450,-1
3.827,-1
-0.706,-1
1.315,-1
-2.335,-1
2.138,-1
-0.686,-1
3.902,-1
-2.847,-1
-0.005,-1
-1.107,-1
-0.219,-1
0.958,-1
-0.740,-1
-2.048,-1
-3.420,-1
-1.118,-1
0.834,-1
1.400,-1
-0.714,-1
-1.647,-1
2.918,-1
3.220,-1
-0.123,-1
0.534,-1
1.824,-1
0.805,-1
-1.208,-1
0.735,-1
1.715,-1
2.607,-1
2.041,-1
-1.666,-1
-0.698,-1
-1.837,-1
0.010,-1
-1.017,-1
-0.371,-1
-3.448,-1
-0.468,-1
-2.365,-1
-2.521,-1
-3.046,-1
-3.472,-1
1.155,-1
-0.138,-1
-1.313,-1
-1.519,-1
1.255,-1
1.359,-1
0.839,-1
-0.345,-1
0.623,-1
0.929,-1
-0.370,-1
1.608,-1
-0.302,-1
1.476,-1
2.411,-1
0.434,-1
-0.049,-1
1.055,-1
-0.033,-1
-0.439,-1
-2.831,-1
-2.359,-1
-0.749,-1
-3.818,-1
-3.480,-1
-2.594,-1
-0.705,-1
0.448,-1
-0.508,-1
3.384,-1
1.913,-1
1.128,-1
-2.752,-1
-2.946,-1
2.272,-1
0.338,-1
0.763,-1
0.520,-1
2.891,-1
2.564,-1
0.263,-1
0.629,-1
-1.301,-1
0.144,-1
-4.147,-1
-0.452,-1
1.251,-1
3.540,-1
-1.129,-1
0.755,-1
-5.931,-1
0.335,-1
1.397,-1
-1.115,-1
2.175,-1
-0.890,-1
-1.531,-1
-0.743,-1
1.033,-1
2.498,-1
-1.739,-1
2.682,-1
-1.009,-1
2.992,-1
1.007,-1
-1.943,-1
2.955,-1
-1.866,-1
2.461,-1
-3.718,-1
-3.380,-1
1.722,-1
2.575,-1
0.533,-1
1.114,-1
1.635,-1
-0.040,-1
2.212,-1
1.694,-1
-2.884,-1
0.551,-1
0.862,-1
1.142,-1
-0.466,-1
-0.515,-1
-0.006,-1
2.115,-1
-1.730,-1
0.041,-1
-1.502,-1
-1.168,-1
-2.178,-1
-2.649,-1
-0.107,-1
0.467,-1
-2.179,-1
1.373,-1
-1.504,-1
-0.454,-1
