-0.884,-1.110,1
-0.404,-0.225,1
-1.336,0.059,1
0.110,-0.774,1
1.017,-1.514,1
1.115,-1.439,1
0.317,-0.173,1
-0.700,-0.535,1
-0.583,0.213,1
1.390,0.866,1
-0.113,0.742,1
0.393,-2.005,1
-0.122,-0.434,1
1.585,-0.785,1
0.920,-2.575,1
-0.728,0.558,1
-0.197,-0.023,1
0.713,-1.609,1
-0.485,1.403,1
-0.746,-1.657,1
2.114,0.515,1
-0.867,-2.709,1
-0.188,-2.130,1
0.444,0.244,1
-0.160,0.030,1
-0.655,-0.357,1
-1.113,0.755,1
0.704,0.402,1
0.865,0.992,1
1.013,1.763,1
0.550,-1.634,1
1.027,0.666,1
-1.188,0.819,1
0.112,0.482,1
-0.875,-1.026,1
-1.433,-0.716,1
-0.502,-0.009,1
-0.367,1.512,1
-0.242,0.716,1
0.433,-0.668,1
-0.649,0.717,1
-0.041,1.845,1
0.091,-1.100,1
1.050,0.212,1
-0.678,-0.175,1
-0.000,-1.820,1
0.601,0.295,1
-0.995,-0.347,1
-0.444,-0.745,1
-1.742,-1.658,1
0.308,-0.666,1
0.917,-0.377,1
-0.297,-0.707,1
-0.876,-1.032,1
0.623,-0.461,1
0.099,0.915,1
-0.987,0.604,1
1.107,0.329,1
1.208,1.489,1
-1.096,-0.025,1
-0.957,1.080,1
-0.548,-0.355,1
0.080,-0.333,1
-0.167,0.277,1
-0.737,-1.091,1
0.518,-0.308,1
0.308,-1.926,1
-0.436,0.266,1
1.044,0.939,1
0.213,0.860,1
1.091,0.404,1
0.769,0.750,1
1.663,-0.258,1
2.559,1.973,1
0.845,-0.429,1
-1.550,0.010,1
-0.411,0.555,1
-0.213,-0.215,1
0.908,1.023,1
-0.490,0.157,1
0.803,1.781,1
-1.148,0.736,1
0.230,-0.958,1
-0.133,1.312,1
0.402,-0.606,1
-0.094,1.022,1
0.544,-1.053,1
0.749,-1.152,1
0.159,0.594,1
-0.262,-0.218,1
-1.455,-0.048,1
0.337,-0.583,1
0.025,0.155,1
-1.120,-0.768,1
1.078,-0.971,1
0.638,-2.008,1
-1.301,-0.220,1
0.297,0.876,1
-0.592,1.880,1
-0.706,-0.546,1
-0.928,-2.561,1
-0.826,0.345,1
0.906,-1.198,1
0.290,-0.052,1
0.690,-0.317,1
2.415,-0.441,1
0.865,-0.912,1
-1.350,0.714,1
0.248,-1.623,1
0.492,0.677,1
-0.822,2.013,1
0.273,0.677,1
0.892,-0.497,1
1.910,-2.032,1
-1.048,-0.377,1
0.952,-1.571,1
-1.248,-0.451,1
-3.109,-0.218,1
2.421,0.823,1
-1.351,0.235,1
-0.919,1.901,1
-0.465,1.751,1
-1.784,1.210,1
0.149,-0.395,1
1.392,1.226,1
1.197,1.159,1
-0.761,0.542,1
-0.207,-0.042,1
-1.024,-0.272,1
0.363,-0.705,1
-0.238,2.612,1
1.983,-0.221,1
-1.371,-1.348,1
-0.379,-0.307,1
-0.906,-0.365,1
-0.822,0.295,1
1.334,-0.055,1
-0.664,1.072,1
-0.208,-0.480,1
0.201,0.519,1
-0.693,2.063,1
0.822,-0.868,1
0.244,-0.240,1
1.472,-0.316,1
-0.797,-0.341,1
1.389,-1.315,1
0.516,-0.684,1
0.814,0.670,1
0.871,0.641,1
0.625,-0.219,1
-1.175,-1.747,1
1.145,1.733,1
-0.906,0.137,1
1.531,0.136,1
0.031,1.103,1
1.243,-1.206,1
0.130,-0.015,1
0.583,-1.413,1
-0.088,-0.219,1
-0.495,0.876,1
0.275,0.638,1
-0.905,-0.263,1
-0.408,-0.353,1
0.830,0.286,1
-0.977,-1.400,1
0.040,-1.145,1
0.709,0.355,1
-0.325,-0.407,1
0.792,-1.303,1
0.123,0.978,1
0.927,1.209,1
0.120,0.218,1
-0.656,-1.279,1
-0.670,-0.314,1
-1.125,0.449,1
1.817,0.139,1
0.194,0.567,1
0.876,-0.271,1
-0.745,-0.129,1
0.496,-1.291,1
0.245,1.714,1
-0.070,-0.556,1
-0.304,-0.414,1
-0.509,1.457,1
-0.693,0.936,1
-1.012,0.216,1
1.263,0.360,1
-1.388,0.644,1
0.801,1.036,1
-0.932,0.470,1
-0.488,-0.724,1
-0.942,-1.794,1
-0.496,-0.430,1
1.598,-0.267,1
-1.854,-1.339,1
-0.264,-0.501,1
0.194,0.845,1
0.311,-2.300,1
0.452,-0.343,1
-1.308,-0.295,1
0.129,-1.342,-1
0.410,-0.768,-1
-0.901,-1.021,-1
-0.692,0.865,-1
0.063,-1.418,-1
-0.361,-0.266,-1
-1.881,-0.183,-1
-1.430,-1.245,-1
0.527,0.705,-1
-0.628,0.230,-1
-1.017,-1.694,-1
-1.680,0.343,-1
0.122,2.097,-1
0.806,2.224,-1
-1.648,-0.855,-1
0.163,0.831,-1
0.207,1.748,-1
-0.004,0.638,-1
1.220,1.008,-1
-1.797,-1.086,-1
-0.496,-0.898,-1
-0.809,-0.151,-1
1.107,-0.460,-1
2.667,0.429,-1
-0.371,1.181,-1
-1.775,-1.115,-1
0.462,-0.905,-1
-0.813,1.142,-1
-0.848,-0.328,-1
-0.130,-0.253,-1
-0.771,-0.220,-1
1.124,-1.027,-1
0.363,-0.281,-1
-0.765,-0.416,-1
0.632,0.933,-1
-0.419,-2.491,-1
-0.776,-0.104,-1
-0.438,1.873,-1
0.514,0.934,-1
0.553,2.155,-1
0.188,1.135,-1
0.215,0.325,-1
-1.784,-1.148,-1
-2.158,0.127,-1
-0.082,-0.286,-1
1.718,0.694,-1
-0.669,0.077,-1
0.061,0.894,-1
-0.752,-1.211,-1
0.501,0.508,-1
1.161,2.460,-1
0.238,-0.241,-1
-0.510,-0.091,-1
-0.266,-0.232,-1
-1.553,-0.688,-1
-0.328,0.015,-1
-2.599,2.789,-1
-0.597,-0.775,-1
-1.208,-0.609,-1
2.282,2.402,-1
-0.103,-2.370,-1
-0.180,0.107,-1
-0.109,-0.556,-1
2.192,0.141,-1
-0.619,0.227,-1
-0.376,0.994,-1
-0.148,-1.185,-1
1.403,-1.327,-1
0.961,-0.777,-1
1.333,0.109,-1
-0.343,-0.410,-1
2.584,-0.431,-1
0.033,-0.792,-1
-0.841,-0.649,-1
-0.517,1.520,-1
0.650,-0.556,-1
-0.372,-0.083,-1
0.381,0.888,-1
0.139,-0.620,-1
2.101,1.210,-1
0.334,-0.096,-1
-0.152,-0.162,-1
-0.323,0.073,-1
0.015,1.147,-1
-0.445,-0.574,-1
1.188,1.451,-1
-0.802,-0.584,-1
-1.771,-1.585,-1
-0.082,0.069,-1
0.007,0.383,-1
-2.003,-1.575,-1
-0.824,-0.530,-1
0.914,0.555,-1
-1.975,0.176,-1
1.831,1.569,-1
-1.220,-0.066,-1
1.066,0.129,-1
-1.364,1.302,-1
-0.035,-1.432,-1
-2.850,-0.081,-1
-0.833,-0.806,-1
0.167,0.975,-1
-0.614,0.118,-1
1.909,-0.826,-1
0.222,-0.272,-1
0.883,2.226,-1
-1.492,-0.680,-1
-0.115,0.059,-1
-0.613,1.370,-1
1.143,1.077,-1
0.744,0.684,-1
-1.484,-2.204,-1
-0.420,0.657,-1
-1.568,0.227,-1
-0.359,1.507,-1
-0.944,0.308,-1
-0.581,0.934,-1
-0.664,0.609,-1
1.195,-0.477,-1
1.090,0.913,-1
-1.555,-2.451,-1
1.261,-0.355,-1
-0.852,0.305,-1
0.999,0.716,-1
0.184,0.847,-1
0.148,0.924,-1
-0.847,-1.572,-1
0.220,-0.633,-1
-0.043,0.145,-1
