9.135,1
8.392,1
8.613,1
7.185,1
7.524,1
8.830,1
5.444,1
6.221,1
8.231,1
7.343,1
7.580,1
9.632,1
7.093,1
6.948,1
8.290,1
6.420,1
7.936,1
8.144,1
9.357,1
8.874,1
8.017,1
8.987,1
7.659,1
9.319,1
6.641,1
8.710,1
7.047,1
5.610,1
7.430,1
11.707,1
8.211,1
7.264,1
8.132,1
9.544,1
8.138,1
9.001,1
7.672,1
7.168,1
7.715,1
7.889,1
8.987,1
8.171,1
7.846,1
7.643,1
9.066,1
8.191,1
7.308,1
8.366,1
7.469,1
7.340,1
6.552,1
6.329,1
8.412,1
6.724,1
9.028,1
8.836,1
7.492,1
8.094,1
6.862,1
7.280,1
9.840,1
8.357,1
5.111,1
8.090,1
8.733,1
8.672,1
8.789,1
8.061,1
9.568,1
8.628,1
8.413,1
7.722,1
9.940,1
8.778,1
8.452,1
6.729,1
8.631,1
7.503,1
7.949,1
8.304,1
8.489,1
7.151,1
8.024,1
7.138,1
7.715,1
8.963,1
8.034,1
8.683,1
8.716,1
9.051,1
7.863,1
8.498,1
7.646,1
7.728,1
8.993,1
7.918,1
8.294,1
7.915,1
8.070,1
8.717,1
7.593,1
9.348,1
8.540,1
7.614,1
11.318,1
7.036,1
9.351,1
7.356,1
8.128,1
8.436,1
8.589,1
7.894,1
8.983,1
6.385,1
7.467,1
6.100,1
8.798,1
9.959,1
7.083,1
8.903,1
6.809,1
6.433,1
9.954,1
7.474,1
8.339,1
8.265,1
9.111,1
6.685,1
9.936,1
7.124,1
7.115,1
7.729,1
7.356,1
7.896,1
7.827,1
8.356,1
7.691,1
7.356,1
8.409,1
5.625,1
9.002,1
7.845,1
9.055,1
5.669,1
7.208,1
7.007,1
7.266,1
7.908,1
8.412,1
7.869,1
8.572,1
6.941,1
8.613,1
8.414,1
7.447,1
6.244,1
7.856,1
8.018,1
9.166,1
7.992,1
7.011,1
6.962,1
8.891,1
9.039,1
7.733,1
7.869,1
6.815,1
9.735,1
7.444,1
7.868,1
8.375,1
7.864,1
8.247,1
7.085,1
7.545,1
7.319,1
8.420,1
7.300,1
6.077,1
7.498,1
8.030,1
8.256,1
7.395,1
5.458,1
7.458,1
9.869,1
6.148,1
6.954,1
7.117,1
9.373,1
9.163,1
8.730,1
6.298,1
5.695,1
4.991,1
6.387,1
8.063,1
8.507,1
7.060,1
8.271,1
2.272,-1
0.664,-1
4.935,-1
4.454,-1
3.702,-1
9.669,-1
4.972,-1
8.089,-1
1.934,-1
12.227,-1
4.657,-1
2.930,-1
2.264,-1
4.773,-1
1.965,-1
2.792,-1
15.044,-1
6.063,-1
1.003,-1
4.487,-1
1.799,-1
4.241,-1
1.342,-1
0.519,-1
4.588,-1
2.038,-1
10.086,-1
1.177,-1
1.678,-1
2.718,-1
5.960,-1
4.961,-1
2.520,-1
8.820,-1
4.546,-1
1.623,-1
1.025,-1
5.616,-1
4.254,-1
10.087,-1
4.506,-1
1.943,-1
2.311,-1
1.216,-1
1.657,-1
5.488,-1
5.050,-1
6.499,-1
4.492,-1
1.818,-1
0.577,-1
2.903,-1
8.384,-1
4.502,-1
2.502,-1
1.925,-1
4.923,-1
0.913,-1
4.466,-1
5.427,-1
6.691,-1
1.067,-1
0.447,-1
6.373,-1
2.256,-1
7.433,-1
1.224,-1
2.036,-1
3.636,-1
3.426,-1
2.478,-1
4.266,-1
2.835,-1
3.139,-1
0.173,-1
3.229,-1
3.739,-1
1.114,-1
2.264,-1
4.706,-1
5.496,-1
4.007,-1
3.302,-1
2.937,-1
3.164,-1
1.243,-1
5.752,-1
6.400,-1
3.757,-1
4.660,-1
3.013,-1
4.553,-1
8.966,-1
3.319,-1
1.173,-1
2.840,-1
6.204,-1
2.088,-1
1.948,-1
2.243,-1
5.836,-1
12.395,-1
1.935,-1
1.466,-1
4.663,-1
2.697,-1
0.707,-1
2.563,-1
2.567,-1
0.891,-1
7.153,-1
1.069,-1
6.841,-1
1.945,-1
4.822,-1
3.395,-1
2.902,-1
2.488,-1
1.786,-1
5.769,-1
2.507,-1
4.753,-1
4.367,-1
6.338,-1
1.992,-1
3.786,-1
1.579,-1
3.767,-1
1.995,-1
2.623,-1
3.913,-1
3.537,-1
1.747,-1
0.830,-1
4.140,-1
3.247,-1
2.509,-1
2.209,-1
1.726,-1
2.239,-1
11.744,-1
1.549,-1
3.637,-1
4.503,-1
8.828,-1
1.396,-1
6.693,-1
5.198,-1
4.242,-1
0.958,-1
3.133,-1
1.702,-1
1.735,-1
1.833,-1
6.995,-1
1.946,-1
1.942,-1
2.900,-1
1.582,-1
2.005,-1
4.855,-1
4.037,-1
7.664,-1
0.993,-1
8.264,-1
4.776,-1
6.207,-1
3.020,-1
1.570,-1
8.272,-1
0.552,-1
5.392,-1
4.073,-1
0.948,-1
2.427,-1
2.400,-1
3.408,-1
1.750,-1
10.742,-1
0.601,-1
6.689,-1
1.729,-1
6.438,-1
3.918,-1
1.895,-1
0.770,-1
7.105,-1
0.957,-1
3.028,-1
0.503,-1
1.907,-1
3.723,-1
2.954,-1
3.358,-1
7.905,-1
3.760,-1
7.227,-1
5.077,-1
5.882,-1
10.004,-1
