0.903637	0.816481	3.394032	0.384166	2.238145	0.866756	2.473252	2.139395	0.761078	0.261508	
2.476749	2.097341	5.098469	1.325669	-0.380305	3.129950	2.033370	0.413817	1.715411	0.534365	
0.183652	-0.400386	1.386904	0.349149	-1.434853	0.619775	0.469229	-1.441717	1.774243	-0.595483	
2.670168	3.305082	2.279689	1.983221	3.944666	4.974705	2.923902	2.367127	3.916022	-1.045328	
-0.353759	-1.047580	-0.513444	1.388274	-3.791403	0.126248	-1.060678	-0.726735	-2.150744	-0.731766	
0.340124	-0.990817	0.261347	-0.042777	-0.271669	-0.921338	1.092597	3.189190	1.445522	-1.392850	
1.823711	3.912515	2.892299	3.708310	3.256498	4.065130	1.795019	2.048088	2.352229	0.799752	
0.501529	2.021343	4.375488	2.242610	-0.685980	-0.221711	2.987689	0.099037	0.896505	2.721967	
2.477454	3.423492	0.662766	1.493488	1.547844	3.304510	-1.716254	0.611599	2.494260	-0.547114	
0.823400	0.084213	0.937663	3.503189	2.850344	2.297888	0.767260	2.092327	-0.447189	2.373754	
2.918055	0.577811	0.435982	2.346574	3.886738	1.945690	0.196798	2.269147	0.711503	1.143753	
0.688620	2.178236	2.614625	1.723625	3.187387	2.096765	3.402566	1.512892	0.762596	2.568131	
-1.419535	1.625607	0.166306	2.402925	0.703608	1.969983	4.798587	1.651120	-1.189227	0.413271	
-0.104413	0.537790	-0.846925	2.721874	-2.394841	-0.105910	0.093718	0.903263	-1.679510	-0.544774	
0.617203	2.495496	2.938197	2.369271	4.355904	2.988194	2.013945	3.209898	0.871289	1.439035	
3.150661	2.032246	3.705723	2.744528	3.532028	0.444783	0.671394	3.556567	1.661722	2.973931	
3.651705	4.692851	1.866570	0.491926	4.447535	3.847008	1.458380	2.450154	1.284365	1.065688	
1.876353	2.370986	4.100339	0.807721	2.017493	2.835840	2.106700	1.656092	0.926198	1.929536	
-2.420803	1.728200	2.382533	-0.546153	-2.342078	0.657556	1.978382	3.198653	-0.878846	-1.378343	
2.643926	3.017226	3.939009	2.860219	2.790346	1.107532	1.139807	2.827454	3.693520	1.937592	
1.037880	-1.915429	-0.389966	-2.067236	1.458116	2.854470	-0.395715	1.879283	-1.371613	-0.226691	
3.740477	2.894023	2.408454	1.150147	1.484611	3.846448	1.822947	2.174749	-0.335011	1.198222	
2.356083	3.514198	2.948638	4.122679	0.246782	-0.687322	-0.459498	2.298844	2.243181	0.137791	
0.660938	-1.889142	-0.427440	0.016478	-0.972830	-1.100142	2.071749	-0.923258	-0.337338	0.342748	
0.423962	0.685335	0.780644	2.931161	2.107710	1.732918	3.166096	0.426947	-0.446662	1.424593	
-0.939339	1.329311	-0.744994	0.761715	-0.197651	0.552393	-1.975525	0.338310	-0.535508	0.356785	
-0.142534	0.902852	1.021383	0.030006	2.336435	4.149851	4.348522	-0.772827	3.176703	4.424567	
0.752164	1.308418	2.732390	-0.930533	0.928921	2.727657	4.925492	3.552588	3.431903	0.602446	
-0.227688	-1.038732	-1.815563	2.442335	-2.770506	2.474494	-0.691002	-0.342441	0.670101	0.833972	
4.313265	2.704880	0.542016	2.794425	-0.077774	2.606382	3.990957	3.644172	2.640849	3.525613	
1.204848	-0.099975	3.128861	1.861835	-0.275215	2.506197	1.398869	1.703855	1.255461	2.639122	
0.941523	0.463830	-0.595923	-2.029147	-1.892610	0.067258	2.349729	0.785209	-1.253552	0.727820	
0.955512	1.811287	1.613881	0.943935	0.237161	2.574273	2.227236	1.390305	2.530468	5.052937	
4.781383	-0.484891	2.193874	3.047100	1.208738	0.536789	3.052964	2.800437	2.265849	-0.474737	
1.228663	1.040743	-0.214288	1.146280	-1.806562	0.621363	1.404124	0.156371	0.025871	-1.977686	
4.060937	4.524296	2.063505	2.676999	2.762597	2.239550	2.863391	2.219143	0.191638	0.960020	
0.840541	2.455505	4.077633	1.844358	-0.087546	3.481914	1.577585	4.796054	2.632648	1.143541	
-0.051974	1.518016	0.528857	-0.961375	2.195066	0.447335	-0.077477	-2.552695	0.369425	-0.526119	
0.400696	-1.615702	2.152708	-1.228345	3.229097	1.915998	-2.483859	-1.006613	-0.564035	-0.932864	
-1.568920	-1.231817	0.426482	2.401478	-1.542686	1.371127	1.244105	-0.390613	-1.309869	-0.100321	
0.098901	1.226378	-1.267953	1.899305	-2.095276	0.397617	-2.775436	-0.326664	-1.386955	-0.363244	
2.259065	1.594344	1.007754	2.996929	4.336653	3.041356	-0.746039	3.062740	3.127247	2.713401	
1.232151	2.635940	4.847147	2.487440	-0.406834	2.930900	0.958667	2.807853	1.122802	0.785850	
2.263657	-1.176356	1.871581	1.845963	4.099495	0.708604	2.400157	0.541575	1.248487	1.898176	
2.403681	3.316372	1.567412	3.572667	0.698166	0.439155	-0.493002	1.118804	0.861025	2.536685	
3.834830	3.243553	-0.054067	1.584223	2.690226	0.962524	1.584178	4.114476	0.910636	3.327785	
2.386865	-0.194551	1.113777	4.217851	2.740125	2.600202	1.011859	1.555341	5.002471	0.613880	
1.081356	2.900638	0.736941	1.634576	2.233149	0.215743	2.379469	1.533101	4.481996	5.071104	
0.179347	1.344773	-0.828826	2.536513	-1.488949	0.439752	0.606490	-3.590762	1.882940	1.564599	
-0.823794	0.272182	-0.220123	-1.050353	2.340973	0.647481	-1.021621	0.547644	-1.505650	-0.579896	
1.276504	3.083503	3.430118	1.512365	0.628154	1.509169	1.029991	0.493044	1.668704	1.019988	
-0.141389	0.354789	0.283610	0.266955	-0.070499	-0.868724	-0.838248	-1.896726	-0.352741	-1.257249	
3.314005	1.638281	-0.309866	-0.044243	3.618097	2.064059	2.619891	0.248894	0.835731	5.363609	
1.103353	1.829252	1.111188	0.402716	3.227636	2.772788	4.625030	3.910348	2.490504	4.068818	
-0.231026	2.901461	0.522388	4.133997	-0.217720	3.836508	2.218290	1.446016	1.556445	-0.040581	
1.699789	4.391929	2.745964	2.346365	4.385170	3.382401	3.564353	2.240393	-0.070865	2.754065	
0.936890	1.332251	4.483376	1.841394	2.157799	1.824900	1.115072	0.610223	4.260354	0.932821	
2.399295	3.201746	4.412289	5.219763	3.873880	3.127060	1.677621	4.528417	2.641948	1.505815	
-0.235446	1.089524	-3.651609	0.732588	-0.806459	1.024175	0.027411	0.839658	-1.481650	0.503568	
3.125931	2.402069	0.679998	2.881385	2.004263	1.106827	1.786894	0.613605	0.810650	3.009844	
0.053075	-1.869980	-2.290138	-0.559832	1.550891	0.206243	0.616022	0.541123	1.171635	-1.037279	
0.672400	1.295517	-0.404998	-0.209317	-0.901781	-1.616966	-0.414517	1.025793	0.586853	-1.051314	
1.438478	1.445562	1.223278	-1.091732	-0.248362	0.785364	-1.238759	1.022009	1.811670	-0.778917	
1.409742	2.473273	0.629583	0.879933	1.851021	1.785113	1.255319	0.849651	0.066665	3.800987	
4.890286	1.598158	1.453637	2.619619	3.231568	2.063818	1.874201	2.496338	3.070947	2.108396	
-0.459097	1.620855	1.960100	0.787802	1.266519	4.003061	1.470498	0.214875	3.033151	0.900514	
-2.209198	0.143874	-0.341282	0.843761	1.455308	-0.278623	1.789082	0.386250	0.103140	-0.611195	
0.892483	0.989237	4.546923	1.764924	1.233699	3.386531	3.263336	1.843195	1.534734	2.701936	
3.730733	0.946261	1.299973	1.217079	1.195222	1.222490	2.092870	0.349066	2.164549	1.945902	
0.073268	0.832347	2.211664	1.131266	2.002085	-1.456021	1.217669	1.492237	0.861400	1.960496	
1.722016	2.242930	2.348056	0.721985	2.071181	1.368423	0.866473	0.282030	2.912331	0.555613	
3.606380	0.608231	0.648476	3.186249	1.402614	0.707132	3.442444	2.356628	2.581703	0.977387	
1.081163	-0.081237	-0.442655	1.526849	2.479566	3.934517	2.449827	4.844956	3.918744	0.989318	
2.423034	1.088537	1.033936	1.604465	5.791958	1.514979	3.601879	-0.122719	1.379328	3.865850	
2.183463	0.609218	4.224486	1.096038	-1.187052	4.486087	1.817815	0.459415	0.964433	1.501988	
1.823752	0.558628	1.514463	1.030541	2.077440	1.514344	3.969665	2.503170	2.224757	2.427601	
0.082436	-1.033060	-3.852022	-0.475588	-0.557877	0.100636	-1.734080	-0.306207	0.558028	-0.778993	
0.338122	-2.562877	-1.657666	-0.111058	0.649467	-1.211042	0.412568	0.986333	1.530210	-1.815706	
3.463369	-0.195307	-0.629312	2.055847	0.621141	1.266983	3.606518	2.528737	5.338202	1.006040	
3.682577	1.689816	4.050736	0.529361	3.932978	1.219047	1.026094	0.963873	3.664331	4.429039	
2.321502	2.022422	2.077294	1.542270	2.245562	2.321442	3.340849	2.608442	1.820048	-1.717804	
-0.701969	-0.124928	2.661348	2.520187	-1.593090	1.273595	-3.944546	-3.381524	0.516151	-0.184724	
-0.523757	1.310370	3.829606	2.249896	2.127178	5.224630	1.266362	0.661158	0.501154	3.340641	
3.802269	2.231019	0.822169	-1.800658	0.631539	0.193097	3.137679	2.981865	1.675243	3.300227	
2.259409	2.228068	1.587567	0.659182	0.926881	3.996467	1.663796	4.676939	0.514060	-0.555055	
0.102545	0.702271	1.081301	0.172465	1.842789	-1.073509	-2.362985	-1.678156	-2.748608	1.500965	
0.281456	-0.789738	2.158943	1.828160	0.181949	1.996067	-0.929083	-1.404007	-0.945348	2.038226	
-0.691384	3.188916	-0.631934	-0.111009	2.067351	5.493528	3.053224	1.477700	2.799967	3.952388	
-0.639838	0.421805	0.687913	-0.369924	0.176655	-1.733398	-0.497849	0.681867	1.500893	-1.860990	
0.276878	-1.573391	-0.402355	0.149148	0.771404	1.038944	-0.642394	0.633066	-0.755002	-1.907531	
1.739067	1.904400	0.457851	1.510059	3.576017	1.761205	2.095703	-0.004393	0.623609	2.020632	
2.217556	0.333539	1.019957	4.257133	2.352953	1.265046	2.251178	0.751283	2.071186	2.779805	
1.256224	1.214671	-0.075116	2.185964	-0.016610	4.992301	3.141875	2.145415	2.404021	4.432433	
2.947905	2.210245	3.517971	2.068513	2.786001	1.600240	1.838858	0.446166	1.519181	2.981763	
1.991167	-0.029250	0.335233	-1.169515	-0.682559	-0.637816	0.604412	1.582278	-0.399829	0.033126	
0.208396	-1.733650	-1.895639	-0.171676	-0.341102	0.202231	1.983297	0.675537	0.498304	1.940836	
