2.144763	1
1.627678	1
-1.552353	1
0.737600	1
2.276406	1
1.581285	1
0.934391	1
-1.342016	1
1.993188	1
-0.897516	1
1.308423	1
-0.949594	1
0.718470	1
-1.187925	1
0.211025	1
1.640879	1
-0.923634	1
2.416454	1
3.575110	1
1.966114	1
2.813849	1
0.869926	1
1.918218	1
2.928405	1
-2.942619	1
0.646346	1
4.386518	1
2.750501	1
-0.540960	1
-1.160322	1
0.808461	1
2.844207	1
0.775816	1
1.633944	1
0.088244	1
0.099086	1
2.812487	1
0.535860	1
0.725281	1
2.093811	1
-2.000407	1
2.453257	1
-0.313989	1
5.702459	1
-1.371288	1
2.450548	1
1.476163	1
-2.924574	1
-1.876687	1
0.624994	1
-2.334155	1
3.550014	1
0.384608	1
-0.033448	1
-1.708182	1
0.180438	1
3.594827	1
0.829109	1
1.612217	1
0.177518	1
1.504341	1
-0.997156	1
1.877027	1
-0.378304	1
1.938574	1
3.274607	1
-0.971652	1
0.082778	1
-0.796362	1
0.464055	1
1.280419	1
1.426021	1
2.695375	1
0.114417	1
-0.137693	1
1.148679	1
0.063964	1
3.529849	1
2.880665	1
3.915373	1
2.841596	1
4.051224	1
0.560100	1
1.978681	1
1.249692	1
0.890853	1
-1.539778	1
0.361547	1
3.706961	1
3.448354	1
-1.156224	1
-0.670909	1
1.159848	1
0.506328	1
-1.863529	1
-1.665716	1
-0.896923	1
-1.958556	1
1.497500	1
-0.470966	1
-0.290985	1
0.397581	1
2.810024	1
0.245795	1
0.535953	1
5.085481	1
1.451730	1
3.327704	1
-2.418855	1
0.225372	1
0.064259	1
4.962088	1
-0.547218	1
1.943425	1
-0.323784	1
-0.377615	1
2.068698	1
-0.869935	1
2.200633	1
0.805549	1
0.966521	1
-0.217379	1
-2.395153	1
-1.428409	1
1.655381	1
1.532862	1
0.780834	1
1.792733	1
1.503353	1
1.177716	1
2.088179	1
0.598862	1
-0.449427	1
1.833386	1
-0.161272	1
3.084535	1
-1.469084	1
0.788767	1
-0.064638	1
4.467494	1
-1.281991	1
0.524403	1
-0.150403	1
1.068207	1
4.508110	1
2.762677	1
2.516598	1
1.134213	1
1.874131	1
2.176615	1
1.175287	1
-1.716525	1
2.329384	1
0.352394	1
1.587826	1
-0.971063	1
2.766613	1
4.191536	1
0.700807	1
3.222017	1
-3.888997	1
0.509263	1
0.568667	1
-1.250732	1
-1.477251	1
2.646308	1
0.633011	1
-0.348768	1
-1.286059	1
0.715843	1
3.796948	1
2.372509	1
1.919573	1
-2.493752	1
0.548759	1
1.042864	1
2.215159	1
2.680754	1
2.815449	1
-1.259015	1
-1.235844	1
1.375348	1
0.853586	1
2.289834	1
2.925018	1
-1.237395	1
1.849088	1
1.432018	1
1.109632	1
3.470496	1
-1.227371	1
4.911513	1
6.251210	1
-2.607299	1
0.511199	1
-2.304075	1
3.382654	1
3.700916	1
-0.667197	1
1.157279	1
3.722624	1
3.670760	1
-1.366695	1
-0.257749	1
2.724983	1
3.367335	1
0.888345	1
